node_type_id model_type morphology dynamics_params rotation_angle_zaxis population pop_name location ei model_processing model_template
481001895 biophysical Htr3a-Cre_NO152_Ai14-198254.03.02.01_491119526_m.swc 481001895_fit.json -3.7232854769999997 v1 i5Htr3a VisL5 i aibs_perisomatic ctdb:Biophys1.hoc
481136138 biophysical Htr3a-Cre_NO152_Ai14-200434.06.02.01_513556274_m.swc 481136138_fit.json -3.311770623 v1 i5Htr3a VisL5 i aibs_perisomatic ctdb:Biophys1.hoc
482516713 biophysical Pvalb-IRES-Cre_Ai14-199001.04.02.01_491119245_m.swc 482516713_fit.json -2.466047235 v1 NULL NULL NULL aibs_perisomatic ctdb:Biophys1.hoc
482644550 biophysical Htr3a-Cre_NO152_Ai14-200442.05.02.01_495337161_m.swc 482644550_fit.json -3.9021063480000002 v1 i5Htr3a VisL5 i aibs_perisomatic ctdb:Biophys1.hoc
482690728 biophysical Sst-IRES-Cre_Ai14-199390.05.01.01_492101025_m.swc 482690728_fit.json -2.911567525 v1 i5Sst VisL5 i aibs_perisomatic ctdb:Biophys1.hoc
483020137 biophysical Nr5a1-Cre_Ai14-199361.04.02.01_496001083_m.swc 483020137_fit.json -4.063438935 v1 NULL NULL NULL aibs_perisomatic ctdb:Biophys1.hoc
483061182 biophysical Cux2-CreERT2_Ai14-198017.05.01.01_496121314_m.swc 483061182_fit.json -2.883874526 v1 e4other VisL4 e aibs_perisomatic ctdb:Biophys1.hoc
483068687 biophysical Scnn1a-Tg2-Cre_Ai14-200706.04.02.01_496079611_m.swc 483068687_fit.json -3.638294843 v1 NULL NULL NULL aibs_perisomatic ctdb:Biophys1.hoc
483111429 biophysical Scnn1a-Tg2-Cre_Ai14-200710.05.01.01_492101048_m.swc 483111429_fit.json -3.5165225889999996 v1 NULL NULL NULL aibs_perisomatic ctdb:Biophys1.hoc
484559000 biophysical Rorb-IRES2-Cre-D_Ai14-201965.03.02.01_492101093_m.swc 484559000_fit.json -3.6977622589999997 v1 NULL NULL NULL aibs_perisomatic ctdb:Biophys1.hoc
484564503 biophysical Rorb-IRES2-Cre-D_Ai14-201965.05.01.01_491459182_m.swc 484564503_fit.json -2.6864696169999998 v1 NULL NULL NULL aibs_perisomatic ctdb:Biophys1.hoc
484571248 biophysical Rorb-IRES2-Cre-D_Ai14-201965.04.01.01_496085113_m.swc 484571248_fit.json -3.545751735 v1 NULL NULL NULL aibs_perisomatic ctdb:Biophys1.hoc
484635029 biophysical Pvalb-IRES-Cre_Ai14-201791.05.01.01_496079599_m.swc 484635029_fit.json -2.414963205 v1 i23Pvalb VisL23 i aibs_perisomatic ctdb:Biophys1.hoc
484679812 biophysical Rorb-IRES2-Cre-D_Ai14-201967.03.01.01_496123870_m.swc 484679812_fit.json -2.8050488319999998 v1 e4Rorb VisL4 e aibs_perisomatic ctdb:Biophys1.hoc
484742372 biophysical Pvalb-IRES-Cre_Ai14-201773.04.01.01_496079434_m.swc 484742372_fit.json -2.568599728 v1 NULL NULL NULL aibs_perisomatic ctdb:Biophys1.hoc
485058595 biophysical Sst-IRES-Cre_Ai14-202726.05.02.01_496123885_m.swc 485058595_fit.json -3.2933062989999997 v1 NULL NULL NULL aibs_perisomatic ctdb:Biophys1.hoc
485161419 biophysical Sst-IRES-Cre_Ai14-202480.03.02.01_491392879_m.swc 485161419_fit.json -3.219693925 v1 NULL NULL NULL aibs_perisomatic ctdb:Biophys1.hoc
485466109 biophysical Sst-IRES-Cre_Ai14-202729.03.02.01_496079506_m.swc 485466109_fit.json -3.608099885 v1 NULL NULL NULL aibs_perisomatic ctdb:Biophys1.hoc
485574721 biophysical Rbp4-Cre_KL100_Ai14-203498.04.01.01_496085098_m.swc 485574721_fit.json -2.290098865 v1 NULL NULL NULL aibs_perisomatic ctdb:Biophys1.hoc
485574832 biophysical Rbp4-Cre_KL100_Ai14-203498.04.02.01_496001061_m.swc 485574832_fit.json -3.580769755 v1 e5Rbp4 VisL5 e aibs_perisomatic ctdb:Biophys1.hoc
485835055 biophysical Rbp4-Cre_KL100_Ai14-204744.04.01.01_496123897_m.swc 485835055_fit.json -2.5392029640000002 v1 e5Rbp4 VisL5 e aibs_perisomatic ctdb:Biophys1.hoc
485836906 biophysical Rorb-IRES2-Cre-D_Ai14-204764.04.01.01_496001039_m.swc 485836906_fit.json -2.380587341 v1 e4Rorb VisL4 e aibs_perisomatic ctdb:Biophys1.hoc
485880739 biophysical Rbp4-Cre_KL100_Ai14-204745.05.01.01_496001050_m.swc 485880739_fit.json -2.628448877 v1 e5Rbp4 VisL5 e aibs_perisomatic ctdb:Biophys1.hoc
485909730 biophysical Cux2-CreERT2_Ai14-205530.03.02.01_500961528_m.swc 485909730_fit.json -3.498014822 v1 e4other VisL4 e aibs_perisomatic ctdb:Biophys1.hoc
485912047 biophysical Cux2-CreERT2_Ai14-205530.06.02.01_496085272_m.swc 485912047_fit.json -3.9550549989999997 v1 NULL NULL NULL aibs_perisomatic ctdb:Biophys1.hoc
486052980 biophysical Rbp4-Cre_KL100_Ai14-205726.03.02.01_496001094_m.swc 486052980_fit.json -3.538261349 v1 e5Rbp4 VisL5 e aibs_perisomatic ctdb:Biophys1.hoc
486110216 biophysical Rbp4-Cre_KL100_Ai14-205727.04.02.01_496085260_m.swc 486110216_fit.json -3.8044062289999996 v1 e5Rbp4 VisL5 e aibs_perisomatic ctdb:Biophys1.hoc
486111903 biophysical Rbp4-Cre_KL100_Ai14-205727.03.02.01_500961607_m.swc 486111903_fit.json -3.580486537 v1 NULL NULL NULL aibs_perisomatic ctdb:Biophys1.hoc
486146717 biophysical Cux2-CreERT2_Ai14-205221.03.01.01_500961566_m.swc 486146717_fit.json -2.919470385 v1 e4other VisL4 e aibs_perisomatic ctdb:Biophys1.hoc
486502127 biophysical Rorb-IRES2-Cre-D_Ai14-206927.04.01.01_496253700_m.swc 486502127_fit.json -2.617478271 v1 e4Rorb VisL4 e aibs_perisomatic ctdb:Biophys1.hoc
486783119 biophysical Pvalb-IRES-Cre_Ai14-212809.03.01.01_500961658_m.swc 486783119_fit.json -3.3757251000000004 v1 i5Pvalb VisL5 i aibs_perisomatic ctdb:Biophys1.hoc
487601493 biophysical Cux2-CreERT2_Ai14-211771.03.01.01_496123846_m.swc 487601493_fit.json -2.645614632 v1 e4other VisL4 e aibs_perisomatic ctdb:Biophys1.hoc
487661754 biophysical Cux2-CreERT2_Ai14-211772.05.02.01_496085150_m.swc 487661754_fit.json -2.7288499560000004 v1 e23Cux2 VisL23 e aibs_perisomatic ctdb:Biophys1.hoc
487664663 biophysical Rbp4-Cre_KL100_Ai14-211531.03.01.01_496085294_m.swc 487664663_fit.json -3.024000965 v1 e5Rbp4 VisL5 e aibs_perisomatic ctdb:Biophys1.hoc
487667205 biophysical Pvalb-IRES-Cre_Ai14-212813.03.01.01_496163999_m.swc 487667205_fit.json -2.768003082 v1 i4Pvalb VisL4 i aibs_perisomatic ctdb:Biophys1.hoc
488501071 biophysical Pvalb-IRES-Cre_Ai14-212440.05.02.01_500961631_m.swc 488501071_fit.json -3.6357358630000003 v1 i23Pvalb VisL23 i aibs_perisomatic ctdb:Biophys1.hoc
488674910 biophysical Ntsr1-Cre_Ai14-212354.03.02.01_496164013_m.swc 488674910_fit.json -3.7363325439999997 v1 NULL NULL NULL aibs_perisomatic ctdb:Biophys1.hoc
488680211 biophysical Rorb-IRES2-Cre-D_Ai14-212872.05.01.01_496164023_m.swc 488680211_fit.json -2.192896718 v1 NULL NULL NULL aibs_perisomatic ctdb:Biophys1.hoc
100000101 point_process NULL e5Rbp4_avg_lif.json NULL v1 LIFe5Rbp4 VisL5 e NULL nrn:IntFire1
100000102 point_process NULL e23Cux2_avg_lif.json NULL v1 LIFe23Cux2 VisL23 e NULL nrn:IntFire1
100000103 point_process NULL i6Pvalb_avg_lif.json NULL v1 LIFi6Pvalb VisL6 i NULL nrn:IntFire1
100000104 point_process NULL e4Scnn1a_avg_lif.json NULL v1 LIFe4Scnn1a VisL4 e NULL nrn:IntFire1
100000105 point_process NULL i23Pvalb_avg_lif.json NULL v1 LIFi23Pvalb VisL23 i NULL nrn:IntFire1
100000106 point_process NULL i6Htr3a_avg_lif.json NULL v1 LIFi6Htr3a VisL6 i NULL nrn:IntFire1
100000107 point_process NULL i23Htr3a_avg_lif.json NULL v1 LIFi23Htr3a VisL23 i NULL nrn:IntFire1
100000108 point_process NULL e4Rorb_avg_lif.json NULL v1 LIFe4Rorb VisL4 e NULL nrn:IntFire1
100000109 point_process NULL i5Htr3a_avg_lif.json NULL v1 LIFi5Htr3a VisL5 i NULL nrn:IntFire1
100000110 point_process NULL e4other_avg_lif.json NULL v1 LIFe4other VisL4 e NULL nrn:IntFire1
100000111 point_process NULL i5Pvalb_avg_lif.json NULL v1 LIFi5Pvalb VisL5 i NULL nrn:IntFire1
100000112 point_process NULL i4Pvalb_avg_lif.json NULL v1 LIFi4Pvalb VisL4 i NULL nrn:IntFire1
100000113 point_process NULL i23Sst_avg_lif.json NULL v1 LIFi23Sst VisL23 i NULL nrn:IntFire1
100000114 point_process NULL i4Htr3a_avg_lif.json NULL v1 LIFi4Htr3a VisL4 i NULL nrn:IntFire1
100000115 point_process NULL i4Sst_avg_lif.json NULL v1 LIFi4Sst VisL4 i NULL nrn:IntFire1
100000116 point_process NULL e4Nr5a1_avg_lif.json NULL v1 LIFe4Nr5a1 VisL4 e NULL nrn:IntFire1
100000117 point_process NULL i1Htr3a_avg_lif.json NULL v1 LIFi1Htr3a VisL1 i NULL nrn:IntFire1
100000118 point_process NULL i5Sst_avg_lif.json NULL v1 LIFi5Sst VisL5 i NULL nrn:IntFire1
100000119 point_process NULL e5noRbp4_avg_lif.json NULL v1 LIFe5noRbp4 VisL5 e NULL nrn:IntFire1
100000120 point_process NULL i6Sst_avg_lif.json NULL v1 LIFi6Sst VisL6 i NULL nrn:IntFire1
100000121 point_process NULL e6Ntsr1_avg_lif.json NULL v1 LIFe6Ntsr1 VisL6 e NULL nrn:IntFire1
581001895 biophysical Htr3a-Cre_NO152_Ai14-198254.03.02.01_491119526_m.swc 481001895_fit.json -3.7232854769999997 v1 i6Htr3a VisL6 i aibs_perisomatic ctdb:Biophys1.hoc
581136138 biophysical Htr3a-Cre_NO152_Ai14-200434.06.02.01_513556274_m.swc 481136138_fit.json -3.311770623 v1 i6Htr3a VisL6 i aibs_perisomatic ctdb:Biophys1.hoc
